tournament_id,tournament_name,tournament_date,tournament_format,tournament_source,tournament_players,tournament_rounds,tournament_url,player_name,archetype,wins,losses,draws,final_position,matches_played,winrate
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_28,Rhinos,1,5,0,,6,0.16666666666666666
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_29,Rhinos,1,4,0,,5,0.2
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_30,Rhinos,1,4,0,,5,0.2
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_31,Rhinos,2,4,0,,6,0.3333333333333333
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_32,Rhinos,0,6,0,,6,0.0
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_33,Rhinos,2,4,0,,6,0.3333333333333333
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_34,Rhinos,1,3,0,,4,0.25
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_35,Rhinos,1,3,0,,4,0.25
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_36,Rhinos,4,2,0,,6,0.6666666666666666
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_2_37,Rhinos,9,0,0,,9,1.0
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_0,Yawgmoth,3,2,0,,5,0.6
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_1,Yawgmoth,1,6,0,,7,0.14285714285714285
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_2,Yawgmoth,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_3,Yawgmoth,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_4,Yawgmoth,1,4,0,,5,0.2
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_5,Yawgmoth,7,1,0,,8,0.875
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_6,Yawgmoth,2,4,0,,6,0.3333333333333333
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_7,Yawgmoth,1,3,0,,4,0.25
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_8,Yawgmoth,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_9,Yawgmoth,5,3,0,,8,0.625
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_10,Yawgmoth,3,4,0,,7,0.42857142857142855
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_11,Yawgmoth,5,3,0,,8,0.625
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_12,Yawgmoth,4,2,0,,6,0.6666666666666666
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_13,Yawgmoth,1,7,0,,8,0.125
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_14,Yawgmoth,4,4,0,,8,0.5
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_15,Yawgmoth,1,5,0,,6,0.16666666666666666
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_16,Yawgmoth,6,3,0,,9,0.6666666666666666
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_17,Yawgmoth,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_18,Yawgmoth,6,1,0,,7,0.8571428571428571
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_19,Yawgmoth,3,4,0,,7,0.42857142857142855
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_20,Yawgmoth,5,1,0,,6,0.8333333333333334
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_21,Yawgmoth,3,1,0,,4,0.75
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_22,Yawgmoth,5,1,0,,6,0.8333333333333334
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_23,Yawgmoth,3,2,0,,5,0.6
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_24,Yawgmoth,3,3,0,,6,0.5
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_3_25,Yawgmoth,6,2,0,,8,0.75
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_0,Amulet Titan,6,1,0,,7,0.8571428571428571
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_1,Amulet Titan,3,4,0,,7,0.42857142857142855
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_2,Amulet Titan,3,5,0,,8,0.375
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_3,Amulet Titan,1,6,0,,7,0.14285714285714285
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_4,Amulet Titan,4,3,0,,7,0.5714285714285714
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_5,Amulet Titan,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_6,Amulet Titan,4,1,0,,5,0.8
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_7,Amulet Titan,2,2,0,,4,0.5
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_8,Amulet Titan,3,5,0,,8,0.375
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_9,Amulet Titan,3,2,0,,5,0.6
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_10,Amulet Titan,8,1,0,,9,0.8888888888888888
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_11,Amulet Titan,6,1,0,,7,0.8571428571428571
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_12,Amulet Titan,5,2,0,,7,0.7142857142857143
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_13,Amulet Titan,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_4_14,Amulet Titan,7,1,0,,8,0.875
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_5_0,Izzet Murktide,0,4,0,,4,0.0
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_5_1,Izzet Murktide,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_5_2,Izzet Murktide,3,1,0,,4,0.75
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_5_3,Izzet Murktide,1,3,0,,4,0.25
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_0,Hammer Time,2,1,0,,3,0.6666666666666666
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_1,Hammer Time,3,4,0,,7,0.42857142857142855
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_2,Hammer Time,5,3,0,,8,0.625
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_3,Hammer Time,2,4,0,,6,0.3333333333333333
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_4,Hammer Time,2,1,0,,3,0.6666666666666666
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_5,Hammer Time,0,5,0,,5,0.0
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_6,Hammer Time,2,3,0,,5,0.4
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_7,Hammer Time,0,5,0,,5,0.0
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_8,Hammer Time,2,4,0,,6,0.3333333333333333
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_9,Hammer Time,1,3,0,,4,0.25
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_10,Hammer Time,2,5,0,,7,0.2857142857142857
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_11,Hammer Time,1,3,0,,4,0.25
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_12,Hammer Time,1,6,0,,7,0.14285714285714285
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_13,Hammer Time,0,3,0,,3,0.0
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_14,Hammer Time,3,2,0,,5,0.6
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_15,Hammer Time,2,2,0,,4,0.5
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_16,Hammer Time,1,3,0,,4,0.25
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_17,Hammer Time,4,4,0,,8,0.5
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_18,Hammer Time,3,1,0,,4,0.75
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_19,Hammer Time,5,1,0,,6,0.8333333333333334
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_20,Hammer Time,0,5,0,,5,0.0
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_21,Hammer Time,2,2,0,,4,0.5
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_22,Hammer Time,2,5,0,,7,0.2857142857142857
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_23,Hammer Time,1,6,0,,7,0.14285714285714285
generated_Modern_0,Modern Tournament 1,2025-07-08 00:37:46.213519,Modern,generated,128,8,,Player_generated_Modern_0_6_24,Hammer Time,1,3,0,,4,0.25
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_0_0,Izzet Murktide,5,0,0,,5,1.0
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_0_1,Izzet Murktide,2,2,0,,4,0.5
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_0_2,Izzet Murktide,2,4,0,,6,0.3333333333333333
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_1_0,Amulet Titan,6,1,0,,7,0.8571428571428571
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_1_1,Amulet Titan,6,1,0,,7,0.8571428571428571
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_1_2,Amulet Titan,5,0,0,,5,1.0
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_2_0,Rhinos,7,0,0,,7,1.0
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_2_1,Rhinos,5,2,0,,7,0.7142857142857143
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_3_0,Creativity,0,5,0,,5,0.0
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_0,Hammer Time,6,0,0,,6,1.0
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_1,Hammer Time,1,3,0,,4,0.25
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_2,Hammer Time,4,1,0,,5,0.8
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_3,Hammer Time,5,2,0,,7,0.7142857142857143
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_4,Hammer Time,3,2,0,,5,0.6
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_5,Hammer Time,0,4,0,,4,0.0
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_6,Hammer Time,1,3,0,,4,0.25
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_7,Hammer Time,3,2,0,,5,0.6
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_4_8,Hammer Time,4,2,0,,6,0.6666666666666666
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_0,Yawgmoth,4,2,0,,6,0.6666666666666666
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_1,Yawgmoth,5,1,0,,6,0.8333333333333334
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_2,Yawgmoth,5,1,0,,6,0.8333333333333334
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_3,Yawgmoth,4,3,0,,7,0.5714285714285714
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_4,Yawgmoth,4,2,0,,6,0.6666666666666666
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_5,Yawgmoth,4,2,0,,6,0.6666666666666666
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_6,Yawgmoth,5,1,0,,6,0.8333333333333334
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_7,Yawgmoth,2,4,0,,6,0.3333333333333333
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_8,Yawgmoth,2,3,0,,5,0.4
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_9,Yawgmoth,4,2,0,,6,0.6666666666666666
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_5_10,Yawgmoth,2,2,0,,4,0.5
generated_Modern_1,Modern Tournament 2,2025-05-07 00:37:46.214948,Modern,generated,32,6,,Player_generated_Modern_1_6_0,Tron,6,0,0,,6,1.0
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_0,Hammer Time,3,2,0,,5,0.6
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_1,Hammer Time,3,4,0,,7,0.42857142857142855
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_2,Hammer Time,2,3,0,,5,0.4
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_3,Hammer Time,3,2,0,,5,0.6
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_4,Hammer Time,1,7,0,,8,0.125
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_5,Hammer Time,2,3,0,,5,0.4
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_6,Hammer Time,2,5,0,,7,0.2857142857142857
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_7,Hammer Time,2,6,0,,8,0.25
generated_Modern_2,Modern Tournament 3,2025-04-28 00:37:46.214965,Modern,generated,128,8,,Player_generated_Modern_2_0_8,Hammer Time,8,1,0,,9,0.8888888888888888
